name,address,website,contain_keyword,phone_number,reviews_count,reviews_average
PT Komunikasi Alam Informatika,"Jl. Wijaya Kusuma No.5, RT.1/RW.1, Tomang, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,0878-8535-8945,6,4.7
PT Total Cloud Solutions(Saasten Technologies),"Total Building, 5th Fl / Suite 505 Jalan Letjen. S. Parman, No.Kav 106A, RT.12/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",saasten.com,Yes,(021) 5680518,9,5.0
Infinit Inovasi Indonesia,"Total Building, Jl. Letjen S. Parman No.Kav.106A 5th Floor, RT.12/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",infinit.co.id,Yes,(021) 21251369,1,5.0
LP Project URBNX,,,No,0819-0819-2057,,
Onero Solutions,"APL Tower, Central Park, Podomoro City, Letjen S. Parman St No.Kav 28 Lantai 16 Unit T9, Grogol petamburan, West Jakarta City, Jakarta 11470",onero.id,Yes,0811-9006-551,9,4.6
SMS Masking,"Jl. Tomang Raya No.70 1, RT.1/RW.3, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,No,0811-1017-478,1,3.0
Djawa printing dan sablon baru,,,,0896-5335-3078,,
Rusco Photo Copy,"Jl. Gelong Baru Timur VII No.33, RT.4/RW.2, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5657125,9,4.7
Risoles Warisan,"Jl. Pulo Macan VIII No.30, RT.5/RW.5, Tomang, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0818-0617-8077,14,5.0
"Nova Teknologi Awani, PT","Jalan Let Jend S Parman Kav 28, APL Office Tower 16th Floor Unit 9, Tanjung Duren Selatan, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",hellobill.id,Yes,0852-1010-2455,23,4.1
CNW TOMANG,"Jl. Arjuna Utara No.188 kav.89, RT.1/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,,,
Dapur Kayu Tomang,"Jl. Tomang Tinggi Raya No.17b 6, RT.1/RW.7, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0858-1436-6351,,
Central Restaurant Tomang,"Jl. Tomang Raya No.29, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5667766,,
PD PUSAT MP4,"Jl. Pulo Macan VIII No.5, RT.14/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5666914,,
Toko Ayam Fress,"Tomang pulo Gang V111 no.21, RT.5/RW.3, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,0895-7028-69300,1,5.0
d'kukis,"Jl. Mandala Utara III No.43 5, RT.14/RW.6, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0816-1920-973,,
Belinda Grosir Snack Jakarta,"Jl. Gelong Baru Tengah No.14, RT.10/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0895-2000-1096,20,4.8
maintenance komputer panggilan,,,,0815-1118-7109,,
tomang,"RQGX+3XR, Tomang, Grogol petamburan, West Jakarta City, Jakarta",,,,,
Dapur Cokelat - Delivery Point Tomang,"Jl. Mandala Raya No.3-19, RT.13/RW.5, Tomang, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,No,0807 1 119 999,,
Brandcalv Kitchen - Cake,"Jl. Tomang Utara II No.327, Tomang, Kec. Grogol petamburan, Jakarta, Daerah Khusus Ibukota Jakarta 11440",,,0852-1011-2426,4,5.0
Alba Cake & Bakery,"Jl. Kemuning No.23 5, RT.5/RW.1, Tomang, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,0853-4948-4929,1,5.0
(NR) Naura Teknik,,,,0852-1356-9596,,
Talenta Interior | PT. Talenta Profile Indonesia | Kontraktor Interior Jakarta,"Jl. Tunjung Raya No.2 3, RT.3/RW.2, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,No,(021) 56973886,4,5.0
Blossoms Cherry Cake & Snacks,"Jl. Mandala Selatan I No.11, RT.2/RW.4, Tomang, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,0856-9424-0025,7,5.0
Tomang,"Jl. Kenanga No.40, RT.16/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",,,,,
Maria Tristar cake & cookies Prokus BSK,"Jl. Tomang Banjir Kanal No.:4, RT.3/RW.14, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,No,0899-1146-253,34,5.0
American Grill - Sizzler restaurant,"Jl. Tomang Raya No.51 E, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 29200808,88,3.4
PT Volante Teknologi Indonesia,"Soho Capital 30-06, Jl. Letjen S. Parman No.Kav 28, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 14470",,,0815-1705-1234,,
PT GrowNow Digital Indonesia,"Jl. Taman S. Parman No.1B, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,,2,5.0
Appreci,"Jl. Tomang Tinggi 16 No.32 12, RT.13/RW.7, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,(021) 5661809,,
